ISSN,Field,Journal Title,Publisher Name,Scopus,Web of Science™,AJG 2021,AJG 2018,AJG 2015,ABS 2010,Journal Citation Reports™ rank,SNIPrank,SJRrank,CiteScore rank,Journal name,JCR Abbreviation,ISSN.y,Category,Total Citations,2021 JIF,2021 JCI,% of OA Gold,JIF Rank,5 Year JIF,5 Year JIF Quartile,JIF Without Self Cites,Immediacy Index,JCI Rank,JCI Quartile,JCI Percentile,Eigenfactor,Normalized Eigenfactor,Article Influence Score,JIF Percentile,JIF Quartile,AIS Quartile,Citable Items,% of Articles in Citable items,Cited Half-Life,Citing Half-Life,Total Articles,eISSN,ISSN.x
1469-7696,FINANCE,Quantitative Finance,Taylor & Francis,scopus,WoS,3,3,3,2,32,40,40,35,QUANTITATIVE FINANCE,QUANT FINANC,1469-7688,"BUSINESS, FINANCE - SSCI",3746,1.986,0.73,8.25%,76/111,2.22,Q3,1.784,0.267,91/221,Q2,59.05,0.005,0.969,0.746,31.98,Q3,Q3,120,100%,7.8,12.3,120,NA,NA
2045-9939,FINANCE,Review of Asset Pricing Studies,Oxford University Press,scopus,,3,3,3,NA,NA,NA,NA,NA,Review of Asset Pricing Studies,REV ASSET PRICING ST,2045-9920,"BUSINESS, FINANCE - ESCI",1001,NA,5.82,11.11%,NA,NA,NA,NA,NA,1/221,Q1,99.77,0.003,0.643,5.168,NA,NA,Q1,29,100%,1.7,12.7,29,NA,NA
2046-9136,FINANCE,Review of Corporate Finance Studies,Oxford University Press,scopus,,3,3,3,NA,NA,NA,NA,NA,Review of Corporate Finance Studies,REV CORP FINANC STUD,2046-9128,"BUSINESS, FINANCE - ESCI",693,NA,4.54,5.17%,NA,NA,NA,NA,NA,2/221,Q1,99.32,0.003,0.663,6.014,NA,NA,Q1,28,100%,1.8,9.7,28,NA,NA
1573-7179,FINANCE,Review of Quantitative Finance and Accounting,Springer Nature,scopus,,3,3,3,3,NA,38,46,42,Review of Quantitative Finance and Accounting,REV QUANT FINANC ACC,0924-865X,"BUSINESS, FINANCE - ESCI",1850,NA,0.69,14.78%,NA,NA,NA,NA,NA,99/221,Q2,55.43,0.001,0.31,0.318,NA,NA,Q2,81,100%,6.6,12.9,81,NA,NA
1614-2454,FINANCE,Annals of Finance,Springer Nature,scopus,,2,2,2,1,NA,48,37,54,Annals of Finance,ANN FINANC,1614-2446,"BUSINESS, FINANCE - ESCI",332,NA,0.42,14.71%,NA,NA,NA,NA,NA,155/221,Q3,30.09,0,0.074,0.339,NA,NA,Q2,19,100%,9,16.2,19,NA,NA
1573-6946,FINANCE,Asia-Pacific Financial Markets,Springer Nature,scopus,,2,2,2,NA,NA,69,69,70,Asia-Pacific Financial Markets,ASIA-PAC FINANC MARK,1387-2834,ECONOMICS - ESCI,254,NA,0.26,8.33%,NA,NA,NA,NA,NA,436/572,Q4,23.86,0,0.048,0.208,NA,NA,Q2,26,100%,6.2,9.2,26,NA,NA
1783-1350,FINANCE,ASTIN Bulletin,Cambridge University Press,scopus,WoS,2,2,2,2,29,34,30,38,Astin Bulletin-The Journal of the International Actuarial Association,ASTIN BULL,0515-0361,ECONOMICS - SSCI,1404,2.545,0.75,13.76%,150/381,2.536,Q2,2.379,0.442,203/572,Q2,64.6,0.001,0.299,0.882,60.76,Q2,Q2,43,100%,10.9,10.5,43,NA,NA
1558-0938,FINANCE,Emerging Markets Finance and Trade,Taylor & Francis,scopus,WoS,2,2,,NA,NA,54,53,50,EMERGING MARKETS FINANCE AND TRADE,EMERG MARK FINANC TR,1540-496X,BUSINESS - SSCI,4931,4.859,1.15,1.21%,79/154,3.46,Q3,4.394,1.051,72/296,Q1,75.84,0.005,1.119,0.526,49.03,Q3,Q4,331,99.7%,2.5,9.8,330,NA,NA
1544-6131,FINANCE,Finance Research Letters,Elsevier,scopus,WoS,2,2,2,NA,36,47,47,36,Finance Research Letters,FINANC RES LETT,1544-6123,"BUSINESS, FINANCE - SSCI",10844,9.846,3.01,4.2%,1/111,7.6,Q1,8.776,4.961,3/221,Q1,98.87,0.012,2.624,1.26,99.55,Q1,Q2,486,99.59%,1.9,8.1,484,NA,NA
2373-8529,FINANCE,Financial Markets and Portfolio Management,Springer Nature,scopus,,2,,,NA,NA,NA,NA,NA,Financial Markets and Portfolio Management,FINANC MARK PORTFOLI,1934-4554,"BUSINESS, FINANCE - ESCI",305,NA,0.38,22.45%,NA,NA,NA,NA,NA,163/221,Q3,26.47,0,0.056,0.329,NA,NA,Q2,14,92.86%,9.1,11.5,13,NA,NA
1468-0440,FINANCE,Geneva Papers on Risk and Insurance: Issues and Practice,Springer Nature,scopus,WoS,2,2,2,2,42,58,49,53,GENEVA PAPERS ON RISK AND INSURANCE-ISSUES AND PRACTICE,GENEVA PAP R I-ISS P,1018-5895,"BUSINESS, FINANCE - SSCI",879,1.455,0.54,8.8%,92/111,1.429,Q4,1.195,0.354,125/221,Q3,43.67,0,0.102,0.297,17.57,Q4,Q4,48,97.92%,9.5,10.7,47,NA,NA
1573-6970,FINANCE,International Tax and Public Finance,Springer Nature,scopus,WoS,2,2,2,2,34,32,32,40,INTERNATIONAL TAX AND PUBLIC FINANCE,INT TAX PUBLIC FINAN,0927-5940,ECONOMICS - SSCI,1471,1.289,0.48,33.16%,285/381,1.498,Q3,1.211,0.265,319/572,Q3,44.32,0.002,0.43,0.79,25.33,Q3,Q2,68,100%,10.1,10.2,68,NA,NA
1479-179X,FINANCE,Journal of Asset Management,Springer Nature,scopus,,2,2,2,2,NA,71,66,69,Journal of Asset Management,J ASSET MANAG,1470-8272,"BUSINESS, FINANCE - ESCI",646,NA,0.56,17.56%,NA,NA,NA,NA,NA,119/221,Q3,46.38,0.001,0.108,0.285,NA,NA,Q2,45,100%,6.1,10.7,45,NA,NA
1750-2071,FINANCE,Journal of Banking Regulation,Springer Nature,scopus,,2,2,2,NA,NA,67,65,67,Journal of Banking Regulation,J BANK REGUL,1745-6452,"BUSINESS, FINANCE - ESCI",274,NA,0.42,13.89%,NA,NA,NA,NA,NA,155/221,Q3,30.09,0,0.065,0.247,NA,NA,Q3,43,97.67%,5.5,7.6,42,NA,NA
1542-7579,FINANCE,Journal of Behavioral Finance,Taylor & Francis,scopus,WoS,2,2,,NA,38,60,57,52,Journal of Behavioral Finance,J BEHAV FINANC,1542-7560,"BUSINESS, FINANCE - SSCI",958,1.798,0.55,4.05%,83/111,1.893,Q4,1.681,0.138,123/221,Q2,44.57,0.001,0.205,0.467,25.68,Q3,Q4,29,100%,7,12.3,29,NA,NA
2168-8524,FINANCE,Journal of Derivatives,Portfolio Management Research,scopus,WoS,2,2,2,2,45,53,58,65,Journal of Derivatives,J DERIV,1074-1240,"BUSINESS, FINANCE - SSCI",624,0.647,0.22,0%,105/111,0.614,Q4,0.451,0.154,191/221,Q4,13.8,0,0.041,0.176,5.86,Q4,Q4,26,100%,19.2,15.5,26,NA,NA
0148-6195,FINANCE,Journal of Economics and Business,Elsevier,scopus,,2,1,1,1,NA,42,54,41,JOURNAL OF ECONOMICS AND BUSINESS,J ECON BUS,0148-6195,"BUSINESS, FINANCE - ESCI",1538,NA,1.06,5.56%,NA,NA,NA,NA,NA,49/221,Q1,78.05,0.001,0.215,0.698,NA,NA,Q1,32,100%,8.6,9.5,32,NA,NA
0973-0710,FINANCE,Journal of Emerging Market Finance,SAGE,scopus,,2,2,2,2,NA,68,70,66,Journal of Emerging Market Finance,J EMERG MARK FINANC,0972-6527,"BUSINESS, FINANCE - ESCI",220,NA,0.28,0%,NA,NA,NA,NA,NA,180/221,Q4,18.78,0,0.029,0.152,NA,NA,Q3,6,100%,7.9,9.7,6,NA,NA
1873-1309,FINANCE,Journal of Multinational Financial Management,Elsevier,scopus,WoS,2,2,2,2,NA,56,56,34,Journal of Multinational Financial Management,J MULTINATL FINANC M,1042-444X,"BUSINESS, FINANCE - SSCI",1259,4.482,1.55,5.88%,21/111,4.056,Q2,4.411,0.931,22/221,Q1,90.27,0.001,0.182,0.625,81.53,Q1,Q3,29,96.55%,6.2,11.9,28,NA,NA
1755-2710,FINANCE,Journal of Operational Risk,Incisive Media Ltd.,scopus,WoS,2,2,2,NA,43,NA,NA,NA,Journal of Operational Risk,J OPER RISK,1744-6740,"BUSINESS, FINANCE - SSCI",98,0.645,0.24,0%,108/111,0.488,Q4,0.548,0,188/221,Q4,15.16,0,0.016,0.1,3.15,Q4,Q4,16,100%,NA,10.4,16,NA,NA
1475-3022,FINANCE,Journal of Pension Economics and Finance,Cambridge University Press,scopus,WoS,2,2,2,1,31,36,33,44,Journal of Pension Economics & Finance,J PENSION ECON FINAN,1474-7472,"BUSINESS, FINANCE - SSCI",819,2.259,0.6,10.34%,70/111,1.975,Q3,1.593,0.909,114/221,Q2,48.64,0.001,0.162,0.672,37.39,Q3,Q3,33,100%,9.4,10.2,33,NA,NA
1755-2842,FINANCE,Journal of Risk,Incisive Media Ltd.,scopus,WoS,2,2,2,NA,46,NA,NA,NA,Journal of Risk,J RISK,1465-1211,"BUSINESS, FINANCE - SSCI",788,0.915,0.28,0%,101/111,0.756,Q4,0.809,0.3,180/221,Q4,18.78,0,0.049,0.194,9.46,Q4,Q4,20,90%,20.8,10.8,18,NA,NA
1879-0585,FINANCE,Pacific Basin Finance Journal,Elsevier,scopus,WoS,2,2,2,2,25,29,35,19,Pacific-Basin Finance Journal,PAC-BASIN FINANC J,0927-538X,"BUSINESS, FINANCE - SSCI",4246,3.239,1.14,1.54%,42/111,3.555,Q2,2.888,1.463,41/221,Q1,81.67,0.003,0.696,0.586,62.61,Q2,Q3,188,99.47%,5,9.2,187,NA,NA
1878-3384,FINANCE,Research in International Business and Finance,Elsevier,scopus,WoS,2,2,2,2,NA,22,44,22,Research in International Business and Finance,RES INT BUS FINANC,0275-5319,"BUSINESS, FINANCE - SSCI",5300,6.143,1.97,4.11%,10/111,4.614,Q2,5.274,1.857,12/221,Q1,94.8,0.006,1.255,0.704,91.44,Q1,Q3,223,100%,3.3,8.4,223,NA,NA
1758-7700,FINANCE,Review of Accounting and Finance,Emerald,scopus,,2,2,2,NA,NA,65,67,63,Review of Accounting and Finance,REV ACCOUNT FINANC,1475-7702,"BUSINESS, FINANCE - ESCI",445,NA,0.31,1.61%,NA,NA,NA,NA,NA,173/221,Q4,21.95,0,0.053,0.211,NA,NA,Q3,16,100%,7.2,12.9,16,NA,NA
1573-7144,FINANCE,Review of Derivatives Research,Springer Nature,scopus,WoS,2,2,2,2,44,63,55,62,Review of Derivatives Research,REV DERIV RES,1380-6645,"BUSINESS, FINANCE - SSCI",275,0.786,0.3,17.5%,103/111,0.814,Q4,0.679,0,177/221,Q3,20.14,0,0.023,0.195,7.66,Q4,Q4,12,100%,15.1,14,12,NA,NA
1879-9337,FINANCE,Review of Development Finance,Africagrowth Institute,scopus,,2,2,2,NA,NA,18,52,28,Review of Development Finance,REV DEV FINANC,1879-9337,"BUSINESS, FINANCE - ESCI",507,NA,0.74,0%,NA,NA,NA,NA,NA,88/221,Q2,60.41,0.001,0.12,1.089,NA,NA,Q1,10,100%,5.6,10.9,10,NA,NA
1945-497X,FINANCE,SIAM Journal on Financial Mathematics,Society for Industrial and Applied Mathe- matics,scopus,WoS,2,2,2,NA,26,24,14,29,SIAM Journal on Financial Mathematics,SIAM J FINANC MATH,1945-497X,"BUSINESS, FINANCE - SSCI",827,1.861,0.67,0.78%,79/111,2.174,Q3,1.653,0.25,104/221,Q2,53.17,0.002,0.452,1.245,29.28,Q3,Q2,56,100%,6.2,10.2,56,NA,NA
2041-6326,FINANCE,Agricultural Finance Review,Emerald,scopus,,1,1,1,NA,NA,NA,NA,NA,Agricultural Finance Review,AGRIC FINANCE REV,0002-1466,AGRICULTURAL ECONOMICS & POLICY - ESCI,842,NA,0.77,2.53%,NA,NA,NA,NA,NA,18/35,Q3,50,0.001,0.116,0.277,NA,NA,Q2,55,100%,6,8.1,55,NA,NA
1748-5002,FINANCE,Annals of Actuarial Science,Cambridge University Press,scopus,,1,,,NA,NA,NA,NA,NA,Annals of Actuarial Science,ANN ACTUAR SCI,1748-4995,ECONOMICS - ESCI,278,NA,0.46,12.16%,NA,NA,NA,NA,NA,328/572,Q3,42.74,0,0.08,0.448,NA,NA,Q1,32,90.63%,4.3,10.2,29,NA,NA
2044-1401,FINANCE,China Finance Review International,Emerald,scopus,,1,1,1,NA,NA,NA,NA,NA,China Finance Review International,CHINA FINANC REV INT,2044-1398,"BUSINESS, FINANCE - ESCI",382,NA,0.85,1.02%,NA,NA,NA,NA,NA,76/221,Q2,65.84,0.001,0.134,0.517,NA,NA,Q1,37,91.89%,2.5,7.5,34,NA,NA
1753-8408,FINANCE,International Journal of Islamic and Middle Eastern Finance and Management,Emerald,scopus,WoS,1,1,1,NA,NA,35,NA,51,International Journal of Islamic and Middle Eastern Finance and Management,INT J ISLAMIC MIDDLE,1753-8394,"BUSINESS, FINANCE - SSCI",1227,2.853,0.8,1.6%,50/111,3.035,Q3,2.069,0.506,80/221,Q2,64.03,0.001,0.124,0.301,55.41,Q2,Q4,85,96.47%,5.5,8.1,82,NA,NA
2077-0227,FINANCE,Investment Analysts Journal,Taylor & Francis,scopus,WoS,1,1,,NA,41,46,62,46,Investment Analysts Journal,INVEST ANAL J,1029-3523,"BUSINESS, FINANCE - SSCI",198,0.925,0.36,1.75%,100/111,1.194,Q4,0.85,0.235,166/221,Q4,25.11,0,0.036,0.178,10.36,Q4,Q4,17,100%,5.5,12.3,17,NA,NA
1745-6622,FINANCE,Journal of Applied Corporate Finance,Wiley-Blackwell,,,1,1,1,2,NA,NA,NA,NA,Journal of Applied Corporate Finance,J APPL CORP FINANC,1078-1196,"BUSINESS, FINANCE - ESCI",1080,NA,0.26,3.7%,NA,NA,NA,NA,NA,185/221,Q4,16.52,0.001,0.144,0.42,NA,NA,Q1,32,100%,12.5,9.9,32,NA,NA
2214-6369,FINANCE,Journal of Behavioral and Experimental Finance,Elsevier,scopus,,1,1,1,NA,NA,61,59,47,Journal of Behavioral and Experimental Finance,J BEHAV EXP FINANC,2214-6350,"BUSINESS, FINANCE - SSCI",2293,8.222,2.64,10.14%,5/111,7.708,Q1,7.183,0.874,7/221,Q1,97.06,0.005,0.985,1.829,95.95,Q1,Q1,143,95.8%,2.1,9.7,137,NA,NA
1755-2850,FINANCE,Journal of Computational Finance,Incisive Media Ltd.,scopus,WoS,1,1,1,NA,40,NA,NA,NA,Journal of Computational Finance,J COMPUT FINANC,1460-1559,"BUSINESS, FINANCE - SSCI",498,1.417,0.39,0%,95/111,1.222,Q4,1.333,0,160/221,Q3,27.83,0,0.084,0.46,14.86,Q4,Q4,16,93.75%,15.6,11.5,15,NA,NA
1755-9723,FINANCE,Journal of Credit Risk,Incisive Media Ltd.,scopus,WoS,1,1,1,NA,47,NA,NA,NA,Journal of Credit Risk,J CREDIT RISK,1744-6619,"BUSINESS, FINANCE - SSCI",203,0.88,0.31,0%,102/111,1.045,Q4,0.72,0.235,173/221,Q4,21.95,0,0.028,0.204,8.56,Q4,Q4,17,88.24%,9.1,9.5,15,NA,NA
1756-3615,FINANCE,Journal of Energy Markets,Infopro Digital Risk Ltd,scopus,,1,1,1,NA,NA,NA,NA,NA,Journal of Energy Markets,J ENERGY MARKETS,1756-3607,ECONOMICS - ESCI,114,NA,0.15,0%,NA,NA,NA,NA,NA,502/572,Q4,12.33,0,0.02,0.128,NA,NA,Q3,16,93.75%,8.3,8.1,15,NA,NA
1757-6393,FINANCE,Journal of Financial Economic Policy,Emerald,scopus,,1,1,1,NA,NA,NA,NA,NA,Journal of Financial Economic Policy,J FINAN ECON POLICY,1757-6385,ECONOMICS - ESCI,397,NA,0.35,0.74%,NA,NA,NA,NA,NA,384/572,Q3,32.95,0,0.067,0.196,NA,NA,Q2,52,98.08%,5.4,10.6,51,NA,NA
2049-5412,FINANCE,Journal of Financial Market Infrastructures,Infopro Digital Risk Ltd,,,1,1,1,NA,NA,NA,NA,NA,Journal of Financial Market Infrastructures,J FINANC MARK INFRAS,2049-5404,"BUSINESS, FINANCE - ESCI",76,NA,0.19,0%,NA,NA,NA,NA,NA,196/221,Q4,11.54,0,0.041,0.25,NA,NA,Q3,4,100%,NA,NA,4,NA,NA
1740-0279,FINANCE,Journal of Financial Regulation and Compliance,Emerald,scopus,,1,1,1,1,NA,NA,NA,NA,Journal of Financial Regulation and Compliance,J FINANC REGUL COMPL,1358-1988,"BUSINESS, FINANCE - ESCI",326,NA,0.29,2.04%,NA,NA,NA,NA,NA,179/221,Q4,19.23,0,0.052,0.177,NA,NA,Q3,31,100%,5.8,8.1,31,NA,NA
2042-5856,FINANCE,Journal of Financial Reporting and Accounting,Emerald,scopus,,1,,,NA,NA,NA,NA,NA,Journal of Financial Reporting and Accounting,J FINANC REPORT ACCO,1985-2517,"BUSINESS, FINANCE - ESCI",570,NA,0.71,0.6%,NA,NA,NA,NA,NA,96/221,Q2,56.79,0,0.063,0.212,NA,NA,Q3,89,94.38%,3.6,9.1,84,NA,NA
2047-1246,FINANCE,Journal of Investment Strategies,Infopro Digital Risk Ltd,scopus,,1,1,1,NA,NA,NA,NA,NA,Journal of Investment Strategies,J INVEST STRATEG,2047-1238,"BUSINESS, FINANCE - ESCI",63,NA,0.09,0%,NA,NA,NA,NA,NA,207/221,Q4,6.56,0,0.017,0.126,NA,NA,Q4,6,100%,NA,8.2,6,NA,NA
1753-9587,FINANCE,Journal of Risk Model Validation,Incisive Media Ltd.,scopus,WoS,1,1,1,NA,48,NA,NA,NA,Journal of Risk Model Validation,J RISK MODEL VALIDAT,1753-9579,"BUSINESS, FINANCE - SSCI",83,0.25,0.12,0%,111/111,0.325,Q4,0.188,0.2,204/221,Q4,7.92,0,0.008,0.046,0.45,Q4,Q4,15,93.33%,NA,11.2,14,NA,NA
1758-7743,FINANCE,Managerial Finance,Emerald,scopus,,1,1,1,1,NA,NA,NA,NA,MANAGERIAL FINANCE,MANAG FINANC,0307-4358,"BUSINESS, FINANCE - ESCI",1370,NA,0.44,1.34%,NA,NA,NA,NA,NA,151/221,Q3,31.9,0.001,0.171,0.18,NA,NA,Q3,72,97.22%,6.7,11.8,70,NA,NA
2010-1406,FINANCE,Quarterly Journal of Finance,World Scientific,scopus,,1,1,1,NA,NA,NA,NA,NA,Quarterly Journal of Finance,Q J FINANC,2010-1392,"BUSINESS, FINANCE - ESCI",357,NA,0.34,1.67%,NA,NA,NA,NA,NA,168/221,Q4,24.21,0.001,0.126,0.616,NA,NA,Q1,20,100%,6.8,13.2,20,NA,NA
1940-5987,FINANCE,Review of Behavioral Finance,Emerald,scopus,,1,1,1,NA,NA,NA,NA,NA,Review of Behavioral Finance,REV BEHAV FINANCE,1940-5979,"BUSINESS, FINANCE - ESCI",302,NA,0.53,0%,NA,NA,NA,NA,NA,131/221,Q3,40.95,0,0.063,0.228,NA,NA,Q3,47,97.87%,2.9,11.7,46,NA,NA
1651-2030,FINANCE,Scandinavian Actuarial Journal,Taylor & Francis,scopus,WoS,1,1,,NA,NA,NA,NA,NA,Scandinavian Actuarial Journal,SCAND ACTUAR J,0346-1238,"MATHEMATICS, INTERDISCIPLINARY APPLICATIONS - SCIE",1226,1.782,0.69,13.25%,61/108,2.176,Q2,1.564,0.44,55/132,Q2,58.71,0.002,0.361,0.758,43.98,Q3,Q2,50,98%,7.4,10.4,49,NA,NA
1748-8583,HRM&EMP,Human Resource Management Journal (UK),Wiley-Blackwell,scopus,WoS,4*,4,4,3,3,4,6,2,Human Resource Management Journal,HUM RESOUR MANAG J,0954-5395,INDUSTRIAL RELATIONS & LABOR - SSCI,3532,5.667,1.73,25.28%,2/30,7.87,Q1,5,1.471,4/51,Q1,93.14,0.004,0.916,2.078,95,Q1,Q1,70,80%,5.9,9.4,56,NA,NA
1467-8543,HRM&EMP,British Journal of Industrial Relations,Wiley-Blackwell,scopus,WoS,4,4,4,4,9,6,2,10,BRITISH JOURNAL OF INDUSTRIAL RELATIONS,BRIT J IND RELAT,0007-1080,INDUSTRIAL RELATIONS & LABOR - SSCI,2139,2.432,1.26,21.43%,16/30,3.027,Q2,2.189,0.419,9/51,Q1,83.33,0.002,0.521,1.36,48.33,Q3,Q2,31,96.77%,10.7,11.2,30,NA,NA
1099-050X,HRM&EMP,Human Resource Management (USA),Wiley-Blackwell,scopus,WoS,4,4,4,4,2,7,7,3,HUMAN RESOURCE MANAGEMENT,HUM RESOUR MANAGE-US,0090-4848,MANAGEMENT - SSCI,6724,6.235,1.32,13.14%,66/228,7.361,Q2,5.786,1.333,85/393,Q1,78.5,0.005,1.154,1.924,71.27,Q2,Q1,39,94.87%,8.7,12.1,37,NA,NA
1468-232X,HRM&EMP,Industrial Relations,Wiley-Blackwell,scopus,WoS,4,4,4,4,12,13,9,18,INDUSTRIAL RELATIONS,IND RELAT,0019-8676,INDUSTRIAL RELATIONS & LABOR - SSCI,1421,1.833,1.02,22.41%,21/30,2.143,Q3,1.7,0.214,15/51,Q2,71.57,0.001,0.247,1.237,31.67,Q3,Q2,28,100%,14.2,11.2,28,NA,NA
1469-8722,HRM&EMP,"Work, Employment and Society",SAGE,scopus,WoS,4,4,4,4,5,3,5,5,WORK EMPLOYMENT AND SOCIETY,WORK EMPLOY SOC,0950-0170,ECONOMICS - SSCI,4322,4.249,1.75,38.89%,76/381,4.69,Q1,3.785,0.516,44/572,Q1,92.4,0.006,1.248,1.757,80.18,Q1,Q1,93,100%,7.8,9.5,93,NA,NA
1461-7099,HRM&EMP,Economic and Industrial Democracy,SAGE,scopus,WoS,3,3,3,3,16,22,12,21,ECONOMIC AND INDUSTRIAL DEMOCRACY,ECON IND DEMOCRACY,0143-831X,INDUSTRIAL RELATIONS & LABOR - SSCI,1370,1.913,1.08,19.38%,20/30,2.209,Q3,1.543,0.83,13/51,Q2,75.49,0.001,0.303,0.675,35,Q3,Q3,100,98%,7.7,11.4,98,NA,NA
1461-7129,HRM&EMP,European Journal of Industrial Relations,SAGE,scopus,WoS,3,3,3,3,14,9,8,13,EUROPEAN JOURNAL OF INDUSTRIAL RELATIONS,EUR J IND RELAT,0959-6801,INDUSTRIAL RELATIONS & LABOR - SSCI,724,1.968,1.2,15.85%,19/30,1.978,Q3,1.823,0.9,11/51,Q1,79.41,0.001,0.251,0.912,38.33,Q3,Q2,20,100%,7.1,8.6,20,NA,NA
1873-7889,HRM&EMP,Human Resource Management Review,Elsevier,scopus,WoS,3,3,3,2,1,1,4,1,HUMAN RESOURCE MANAGEMENT REVIEW,HUM RESOUR MANAGE R,1053-4822,MANAGEMENT - SSCI,5918,10.667,2.1,5.13%,17/228,11.017,Q1,10.387,5.452,21/393,Q1,94.78,0.005,1.075,2.944,92.76,Q1,Q1,42,88.1%,9.1,12.4,37,NA,NA
2162-271X,HRM&EMP,ILR Review,Cornell University Press,scopus,WoS,3,3,3,3,10,5,3,11,ILR Review,ILR REV,0019-7939,INDUSTRIAL RELATIONS & LABOR - SSCI,3938,3.573,1.69,7.19%,8/30,4.276,Q2,3.393,0.9,5/51,Q1,91.18,0.006,1.287,2.596,75,Q2,Q1,50,100%,13.2,11.2,50,NA,NA
1464-3669,HRM&EMP,Industrial Law Journal,Oxford University Press,scopus,WoS,3,3,3,3,NA,20,27,27,INDUSTRIAL LAW JOURNAL,IND LAW J-UK,0305-9332,INDUSTRIAL RELATIONS & LABOR - SSCI,333,1.025,0.96,14.81%,25/30,1.117,Q4,0.7,0.22,19/51,Q2,63.73,0,0.082,0.362,18.33,Q4,Q4,41,100%,8.4,8.1,41,NA,NA
1468-2338,HRM&EMP,Industrial Relations Journal,Wiley-Blackwell,scopus,,3,3,3,2,NA,NA,NA,NA,INDUSTRIAL RELATIONS JOURNAL,IND RELAT J,0019-8692,INDUSTRIAL RELATIONS & LABOR - ESCI,758,NA,0.68,33.67%,NA,NA,NA,NA,NA,28/51,Q3,46.08,0.001,0.15,0.497,NA,NA,Q2,35,97.14%,10.4,9.5,34,NA,NA
1466-4399,HRM&EMP,International Journal of Human Resource Management,Taylor & Francis,scopus,WoS,3,3,3,3,7,15,11,7,INTERNATIONAL JOURNAL OF HUMAN RESOURCE MANAGEMENT,INT J HUM RESOUR MAN,0958-5192,MANAGEMENT - SSCI,13430,6.026,1.35,10.41%,72/228,6.763,Q2,5.385,1.976,80/393,Q1,79.77,0.008,1.827,1.311,68.64,Q2,Q2,245,95.92%,7.9,11.7,235,NA,NA
1468-005X,HRM&EMP,"New Technology, Work and Employment",Wiley-Blackwell,scopus,WoS,3,3,3,3,11,12,15,8,NEW TECHNOLOGY WORK AND EMPLOYMENT,NEW TECH WORK EMPLOY,0268-1072,ERGONOMICS - SSCI,1422,4.182,1.16,18.67%,5/16,6.696,Q1,3.386,0.548,4/22,Q1,84.09,0.001,0.311,1.655,71.88,Q2,Q1,31,100%,6.9,6.9,31,NA,NA
1552-8464,HRM&EMP,Work and Occupations,SAGE,scopus,WoS,3,3,3,3,4,2,1,4,WORK AND OCCUPATIONS,WORK OCCUPATION,0730-8884,INDUSTRIAL RELATIONS & LABOR - SSCI,1726,2.41,1.6,15.22%,17/30,3.94,Q2,2.205,0.286,6/51,Q1,89.22,0.001,0.312,1.82,45,Q3,Q1,7,100%,12.7,8.8,7,NA,NA
1744-7941,HRM&EMP,Asia Pacific Journal of Human Resources,Wiley-Blackwell,scopus,WoS,2,2,2,2,15,25,20,19,Asia Pacific Journal of Human Resources,ASIA PAC J HUM RESOU,1038-4111,INDUSTRIAL RELATIONS & LABOR - SSCI,1226,3.426,1.2,1.65%,9/30,3.739,Q2,2.838,1.245,11/51,Q1,79.41,0.001,0.199,0.706,71.67,Q2,Q3,53,88.68%,6.4,10.4,47,NA,NA
1758-6003,HRM&EMP,Career Development International,Emerald,scopus,WoS,2,2,2,1,8,17,16,9,Career Development International,CAREER DEV INT,1362-0436,MANAGEMENT - SSCI,3176,2.443,0.76,5.71%,183/228,4.645,Q3,2.102,0.615,173/393,Q2,56.11,0.002,0.445,1.074,19.96,Q4,Q2,52,98.08%,9.1,9.9,51,NA,NA
2161-0045,HRM&EMP,Career Development Quarterly,Wiley-Blackwell,scopus,WoS,2,2,2,NA,17,18,14,14,CAREER DEVELOPMENT QUARTERLY,CAREER DEV Q,0889-4019,"PSYCHOLOGY, APPLIED - SSCI",1564,2.408,0.69,1.32%,57/83,3.097,Q3,2.163,0.333,53/112,Q2,53.13,0.001,0.2,0.731,31.93,Q3,Q3,27,100%,11.5,8.4,27,NA,NA
1758-7069,HRM&EMP,Employee Relations,Emerald,scopus,WoS,2,2,2,2,NA,14,21,15,EMPLOYEE RELATIONS,EMPL RELAT,0142-5455,INDUSTRIAL RELATIONS & LABOR - SSCI,2269,2.688,0.9,3.27%,13/30,2.906,Q2,2.353,0.5,21/51,Q2,59.8,0.002,0.42,0.522,58.33,Q2,Q4,60,98.33%,5.8,8.6,59,NA,NA
1469-8374,HRM&EMP,Human Resource Development International,Taylor & Francis,scopus,,2,2,2,2,NA,NA,NA,NA,HUMAN RESOURCE DEVELOPMENT INTERNATIONAL,HUM RESOUR DEV INT,1367-8868,MANAGEMENT - ESCI,1455,NA,0.81,6.8%,NA,NA,NA,NA,NA,160/393,Q2,59.41,0.001,0.203,0.631,NA,NA,Q1,18,100%,8.6,6.8,18,NA,NA
1532-1096,HRM&EMP,Human Resource Development Quarterly,Wiley-Blackwell,scopus,WoS,2,2,2,2,6,11,13,6,Human Resource Development Quarterly,HUM RESOUR DEV Q,1044-8004,INDUSTRIAL RELATIONS & LABOR - SSCI,2031,3.891,1.08,15.38%,7/30,4.602,Q1,3.182,0.583,13/51,Q2,75.49,0.001,0.197,0.94,78.33,Q1,Q2,36,97.22%,10.9,11.3,35,NA,NA
